Work Item Type,Title 1,Title 2,Title 3,Title 4,State,Description,Acceptance Criteria,Tags
Task,,,,Validate and document Create bronze patient and organization/provider tables,New,"Check the work against acceptance criteria, document assumptions, and record evidence for Create bronze patient and organization/provider tables.",,ClinicalPulse; Sprint-3; Phase-3; E03; F03.02; Bronze; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 3 - SQL Server Ingestion
Task,,,,Commit and link implementation evidence for Create bronze patient and organization/provider tables,New,"Commit related code/docs, reference the Azure Boards work item in the commit, and capture validation notes for Create bronze patient and organization/provider tables.",,ClinicalPulse; Sprint-3; Phase-3; E03; F03.02; Bronze; Evidence; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 3 - SQL Server Ingestion
User Story,,,Create bronze encounter and condition tables,,New,"As a data engineer, I want create bronze encounter and condition tables so that encounter and diagnosis/case-mix entities load into bronze.",Deliverable exists at sql/02_create_bronze_tables.sql; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-3; Phase-3; E03; F03.02; Bronze; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 3 - SQL Server Ingestion
Task,,,,Draft/build artifact for Create bronze encounter and condition tables,New,Create the first complete version of the artifact or implementation for Create bronze encounter and condition tables.,,ClinicalPulse; Sprint-3; Phase-3; E03; F03.02; Bronze; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 3 - SQL Server Ingestion
Task,,,,Validate and document Create bronze encounter and condition tables,New,"Check the work against acceptance criteria, document assumptions, and record evidence for Create bronze encounter and condition tables.",,ClinicalPulse; Sprint-3; Phase-3; E03; F03.02; Bronze; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 3 - SQL Server Ingestion
Task,,,,Commit and link implementation evidence for Create bronze encounter and condition tables,New,"Commit related code/docs, reference the Azure Boards work item in the commit, and capture validation notes for Create bronze encounter and condition tables.",,ClinicalPulse; Sprint-3; Phase-3; E03; F03.02; Bronze; Evidence; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 3 - SQL Server Ingestion
User Story,,,Create bronze observation and procedure tables,,New,"As a data engineer, I want create bronze observation and procedure tables so that lab-like observations and procedure context load into bronze.",Deliverable exists at sql/02_create_bronze_tables.sql; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-3; Phase-3; E03; F03.02; Bronze; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 3 - SQL Server Ingestion
Task,,,,Draft/build artifact for Create bronze observation and procedure tables,New,Create the first complete version of the artifact or implementation for Create bronze observation and procedure tables.,,ClinicalPulse; Sprint-3; Phase-3; E03; F03.02; Bronze; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 3 - SQL Server Ingestion
Task,,,,Validate and document Create bronze observation and procedure tables,New,"Check the work against acceptance criteria, document assumptions, and record evidence for Create bronze observation and procedure tables.",,ClinicalPulse; Sprint-3; Phase-3; E03; F03.02; Bronze; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 3 - SQL Server Ingestion
Task,,,,Commit and link implementation evidence for Create bronze observation and procedure tables,New,"Commit related code/docs, reference the Azure Boards work item in the commit, and capture validation notes for Create bronze observation and procedure tables.",,ClinicalPulse; Sprint-3; Phase-3; E03; F03.02; Bronze; Evidence; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 3 - SQL Server Ingestion
User Story,,,Add ingestion metadata columns to bronze tables,,New,"As a data engineer, I want add ingestion metadata columns to bronze tables so that source file, batch, load status, row hash, and timestamps are captured.",Deliverable exists at sql/02_create_bronze_tables.sql; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-3; Phase-3; E03; F03.02; Audit; Lineage; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 3 - SQL Server Ingestion
Task,,,,Draft/build artifact for Add ingestion metadata columns to bronze tables,New,Create the first complete version of the artifact or implementation for Add ingestion metadata columns to bronze tables.,,ClinicalPulse; Sprint-3; Phase-3; E03; F03.02; Audit; Lineage; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 3 - SQL Server Ingestion
Task,,,,Validate and document Add ingestion metadata columns to bronze tables,New,"Check the work against acceptance criteria, document assumptions, and record evidence for Add ingestion metadata columns to bronze tables.",,ClinicalPulse; Sprint-3; Phase-3; E03; F03.02; Audit; Lineage; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 3 - SQL Server Ingestion
Task,,,,Commit and link implementation evidence for Add ingestion metadata columns to bronze tables,New,"Commit related code/docs, reference the Azure Boards work item in the commit, and capture validation notes for Add ingestion metadata columns to bronze tables.",,ClinicalPulse; Sprint-3; Phase-3; E03; F03.02; Audit; Lineage; Evidence; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 3 - SQL Server Ingestion
Feature,,Python CSV Ingestion,,,New,Load selected Synthea CSV files into SQL Server bronze tables through Python.,,ClinicalPulse; Sprint-3; Phase-3; E03; F03.03; Python; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 3 - SQL Server Ingestion
User Story,,,Build database configuration utilities,,New,"As a developer, I want build database configuration utilities so that database connection settings are centralized and do not expose secrets.",Deliverable exists at src/db_config.py; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-3; Phase-3; E03; F03.03; Python; Config; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 3 - SQL Server Ingestion
Task,,,,Draft/build artifact for Build database configuration utilities,New,Create the first complete version of the artifact or implementation for Build database configuration utilities.,,ClinicalPulse; Sprint-3; Phase-3; E03; F03.03; Python; Config; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 3 - SQL Server Ingestion
Task,,,,Validate and document Build database configuration utilities,New,"Check the work against acceptance criteria, document assumptions, and record evidence for Build database configuration utilities.",,ClinicalPulse; Sprint-3; Phase-3; E03; F03.03; Python; Config; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 3 - SQL Server Ingestion
User Story,,,Build Synthea CSV ingestion script,,New,"As a data engineer, I want build synthea csv ingestion script so that selected CSV files can be loaded into bronze tables repeatedly.",Deliverable exists at src/ingest_synthea_csv_to_sqlserver.py; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-3; Phase-3; E03; F03.03; Python; Ingestion; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 3 - SQL Server Ingestion
Task,,,,Draft/build artifact for Build Synthea CSV ingestion script,New,Create the first complete version of the artifact or implementation for Build Synthea CSV ingestion script.,,ClinicalPulse; Sprint-3; Phase-3; E03; F03.03; Python; Ingestion; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 3 - SQL Server Ingestion
Task,,,,Validate and document Build Synthea CSV ingestion script,New,"Check the work against acceptance criteria, document assumptions, and record evidence for Build Synthea CSV ingestion script.",,ClinicalPulse; Sprint-3; Phase-3; E03; F03.03; Python; Ingestion; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 3 - SQL Server Ingestion
Task,,,,Commit and link implementation evidence for Build Synthea CSV ingestion script,New,"Commit related code/docs, reference the Azure Boards work item in the commit, and capture validation notes for Build Synthea CSV ingestion script.",,ClinicalPulse; Sprint-3; Phase-3; E03; F03.03; Python; Ingestion; Evidence; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 3 - SQL Server Ingestion
User Story,,,Write ingestion logs to audit tables,,New,"As a data engineer, I want write ingestion logs to audit tables so that each load records file name, row count, batch ID, and status.",Deliverable exists at sql/audit_tables.sql; src/ingest_synthea_csv_to_sqlserver.py; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-3; Phase-3; E03; F03.03; Audit; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 3 - SQL Server Ingestion
Task,,,,Draft/build artifact for Write ingestion logs to audit tables,New,Create the first complete version of the artifact or implementation for Write ingestion logs to audit tables.,,ClinicalPulse; Sprint-3; Phase-3; E03; F03.03; Audit; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 3 - SQL Server Ingestion
Task,,,,Validate and document Write ingestion logs to audit tables,New,"Check the work against acceptance criteria, document assumptions, and record evidence for Write ingestion logs to audit tables.",,ClinicalPulse; Sprint-3; Phase-3; E03; F03.03; Audit; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 3 - SQL Server Ingestion
Task,,,,Commit and link implementation evidence for Write ingestion logs to audit tables,New,"Commit related code/docs, reference the Azure Boards work item in the commit, and capture validation notes for Write ingestion logs to audit tables.",,ClinicalPulse; Sprint-3; Phase-3; E03; F03.03; Audit; Evidence; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 3 - SQL Server Ingestion
User Story,,,Run initial load and verify row counts,,New,"As a BI developer, I want run initial load and verify row counts so that source counts and bronze counts are reconciled after the first load.",Deliverable exists at src/row_count_reconciliation.py; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-3; Phase-3; E03; F03.03; Reconciliation; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 3 - SQL Server Ingestion
Task,,,,Draft/build artifact for Run initial load and verify row counts,New,Create the first complete version of the artifact or implementation for Run initial load and verify row counts.,,ClinicalPulse; Sprint-3; Phase-3; E03; F03.03; Reconciliation; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 3 - SQL Server Ingestion
Task,,,,Validate and document Run initial load and verify row counts,New,"Check the work against acceptance criteria, document assumptions, and record evidence for Run initial load and verify row counts.",,ClinicalPulse; Sprint-3; Phase-3; E03; F03.03; Reconciliation; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 3 - SQL Server Ingestion
Task,,,,Commit and link implementation evidence for Run initial load and verify row counts,New,"Commit related code/docs, reference the Azure Boards work item in the commit, and capture validation notes for Run initial load and verify row counts.",,ClinicalPulse; Sprint-3; Phase-3; E03; F03.03; Reconciliation; Evidence; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 3 - SQL Server Ingestion
Epic,Medallion Data Pipeline,,,,New,"Transform bronze source-preserving tables into silver business entities and gold reporting-ready facts, dimensions, and marts.",,ClinicalPulse; Sprint-4-5; Phase-4-5; E04; Medallion; Data-Modeling; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts
Feature,,Silver Business Entities,,,New,Standardize bronze data into validated silver entities.,,ClinicalPulse; Sprint-4-5; Phase-4-5; E04; F04.01; Silver; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 4 - Silver Layer and Validation
User Story,,,Build silver.patient,,New,"As a BI developer, I want build silver.patient so that patient demographics, age bands, and lineage fields are standardized.",Deliverable exists at sql/03_create_silver_tables.sql; sql/05_transform_bronze_to_silver.sql; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-4-5; Phase-4-5; E04; F04.01; Silver; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 4 - Silver Layer and Validation
Task,,,,Draft/build artifact for Build silver.patient,New,Create the first complete version of the artifact or implementation for Build silver.patient.,,ClinicalPulse; Sprint-4-5; Phase-4-5; E04; F04.01; Silver; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 4 - Silver Layer and Validation
Task,,,,Validate and document Build silver.patient,New,"Check the work against acceptance criteria, document assumptions, and record evidence for Build silver.patient.",,ClinicalPulse; Sprint-4-5; Phase-4-5; E04; F04.01; Silver; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 4 - Silver Layer and Validation
Task,,,,Commit and link implementation evidence for Build silver.patient,New,"Commit related code/docs, reference the Azure Boards work item in the commit, and capture validation notes for Build silver.patient.",,ClinicalPulse; Sprint-4-5; Phase-4-5; E04; F04.01; Silver; Evidence; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 4 - Silver Layer and Validation
User Story,,,Build silver.encounter with LOS fields,,New,"As a BI developer, I want build silver.encounter with los fields so that encounter class, start/stop, duration, and invalid-date flags are available.",Deliverable exists at sql/03_create_silver_tables.sql; sql/05_transform_bronze_to_silver.sql; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-4-5; Phase-4-5; E04; F04.01; Silver; LOS; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 4 - Silver Layer and Validation
Task,,,,Draft/build artifact for Build silver.encounter with LOS fields,New,Create the first complete version of the artifact or implementation for Build silver.encounter with LOS fields.,,ClinicalPulse; Sprint-4-5; Phase-4-5; E04; F04.01; Silver; LOS; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 4 - Silver Layer and Validation
Task,,,,Validate and document Build silver.encounter with LOS fields,New,"Check the work against acceptance criteria, document assumptions, and record evidence for Build silver.encounter with LOS fields.",,ClinicalPulse; Sprint-4-5; Phase-4-5; E04; F04.01; Silver; LOS; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 4 - Silver Layer and Validation
Task,,,,Commit and link implementation evidence for Build silver.encounter with LOS fields,New,"Commit related code/docs, reference the Azure Boards work item in the commit, and capture validation notes for Build silver.encounter with LOS fields.",,ClinicalPulse; Sprint-4-5; Phase-4-5; E04; F04.01; Silver; LOS; Evidence; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 4 - Silver Layer and Validation
User Story,,,"Build silver condition, procedure, and observation entities",,New,"As a BI developer, I want build silver condition, procedure, and observation entities so that clinical context entities are standardized for reporting and quality checks.",Deliverable exists at sql/03_create_silver_tables.sql; sql/05_transform_bronze_to_silver.sql; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-4-5; Phase-4-5; E04; F04.01; Silver; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 4 - Silver Layer and Validation
Task,,,,"Draft/build artifact for Build silver condition, procedure, and observation entities",New,"Create the first complete version of the artifact or implementation for Build silver condition, procedure, and observation entities.",,ClinicalPulse; Sprint-4-5; Phase-4-5; E04; F04.01; Silver; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 4 - Silver Layer and Validation
Task,,,,"Validate and document Build silver condition, procedure, and observation entities",New,"Check the work against acceptance criteria, document assumptions, and record evidence for Build silver condition, procedure, and observation entities.",,ClinicalPulse; Sprint-4-5; Phase-4-5; E04; F04.01; Silver; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 4 - Silver Layer and Validation
Task,,,,"Commit and link implementation evidence for Build silver condition, procedure, and observation entities",New,"Commit related code/docs, reference the Azure Boards work item in the commit, and capture validation notes for Build silver condition, procedure, and observation entities.",,ClinicalPulse; Sprint-4-5; Phase-4-5; E04; F04.01; Silver; Evidence; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 4 - Silver Layer and Validation
User Story,,,Preserve lineage from bronze to silver,,New,"As a data steward, I want preserve lineage from bronze to silver so that silver records can be traced back to bronze source records.",Deliverable exists at sql/05_transform_bronze_to_silver.sql; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-4-5; Phase-4-5; E04; F04.01; Lineage; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 4 - Silver Layer and Validation
Task,,,,Draft/build artifact for Preserve lineage from bronze to silver,New,Create the first complete version of the artifact or implementation for Preserve lineage from bronze to silver.,,ClinicalPulse; Sprint-4-5; Phase-4-5; E04; F04.01; Lineage; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 4 - Silver Layer and Validation
Task,,,,Validate and document Preserve lineage from bronze to silver,New,"Check the work against acceptance criteria, document assumptions, and record evidence for Preserve lineage from bronze to silver.",,ClinicalPulse; Sprint-4-5; Phase-4-5; E04; F04.01; Lineage; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 4 - Silver Layer and Validation
Task,,,,Commit and link implementation evidence for Preserve lineage from bronze to silver,New,"Commit related code/docs, reference the Azure Boards work item in the commit, and capture validation notes for Preserve lineage from bronze to silver.",,ClinicalPulse; Sprint-4-5; Phase-4-5; E04; F04.01; Lineage; Evidence; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 4 - Silver Layer and Validation
Feature,,Gold Dimensional Model,,,New,Create fact and dimension tables that support Power BI and KPI logic.,,ClinicalPulse; Sprint-4-5; Phase-4-5; E04; F04.02; Gold; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts
User Story,,,Create gold dimensions,,New,"As a BI developer, I want create gold dimensions so that patient, date, organization, provider, encounter class, condition, observation, and procedure dimensions exist.",Deliverable exists at sql/04_create_gold_tables.sql; sql/06_transform_silver_to_gold.sql; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-4-5; Phase-4-5; E04; F04.02; Gold; Star-Schema; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts
Task,,,,Draft/build artifact for Create gold dimensions,New,Create the first complete version of the artifact or implementation for Create gold dimensions.,,ClinicalPulse; Sprint-4-5; Phase-4-5; E04; F04.02; Gold; Star-Schema; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts
Task,,,,Validate and document Create gold dimensions,New,"Check the work against acceptance criteria, document assumptions, and record evidence for Create gold dimensions.",,ClinicalPulse; Sprint-4-5; Phase-4-5; E04; F04.02; Gold; Star-Schema; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts
Task,,,,Commit and link implementation evidence for Create gold dimensions,New,"Commit related code/docs, reference the Azure Boards work item in the commit, and capture validation notes for Create gold dimensions.",,ClinicalPulse; Sprint-4-5; Phase-4-5; E04; F04.02; Gold; Star-Schema; Evidence; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts
User Story,,,Create gold encounter and readmission facts,,New,"As a BI developer, I want create gold encounter and readmission facts so that encounter volume, LOS, and 30-day readmission logic can be calculated.",Deliverable exists at sql/04_create_gold_tables.sql; sql/06_transform_silver_to_gold.sql; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-4-5; Phase-4-5; E04; F04.02; Gold; Readmissions; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts
Task,,,,Draft/build artifact for Create gold encounter and readmission facts,New,Create the first complete version of the artifact or implementation for Create gold encounter and readmission facts.,,ClinicalPulse; Sprint-4-5; Phase-4-5; E04; F04.02; Gold; Readmissions; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts
Task,,,,Validate and document Create gold encounter and readmission facts,New,"Check the work against acceptance criteria, document assumptions, and record evidence for Create gold encounter and readmission facts.",,ClinicalPulse; Sprint-4-5; Phase-4-5; E04; F04.02; Gold; Readmissions; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts
Task,,,,Commit and link implementation evidence for Create gold encounter and readmission facts,New,"Commit related code/docs, reference the Azure Boards work item in the commit, and capture validation notes for Create gold encounter and readmission facts.",,ClinicalPulse; Sprint-4-5; Phase-4-5; E04; F04.02; Gold; Readmissions; Evidence; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts
User Story,,,"Create gold condition, observation, and procedure facts",,New,"As a BI developer, I want create gold condition, observation, and procedure facts so that case-mix, lab activity, and service utilization can be analyzed.",Deliverable exists at sql/04_create_gold_tables.sql; sql/06_transform_silver_to_gold.sql; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-4-5; Phase-4-5; E04; F04.02; Gold; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts
Task,,,,"Draft/build artifact for Create gold condition, observation, and procedure facts",New,"Create the first complete version of the artifact or implementation for Create gold condition, observation, and procedure facts.",,ClinicalPulse; Sprint-4-5; Phase-4-5; E04; F04.02; Gold; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts
Task,,,,"Validate and document Create gold condition, observation, and procedure facts",New,"Check the work against acceptance criteria, document assumptions, and record evidence for Create gold condition, observation, and procedure facts.",,ClinicalPulse; Sprint-4-5; Phase-4-5; E04; F04.02; Gold; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts
Task,,,,"Commit and link implementation evidence for Create gold condition, observation, and procedure facts",New,"Commit related code/docs, reference the Azure Boards work item in the commit, and capture validation notes for Create gold condition, observation, and procedure facts.",,ClinicalPulse; Sprint-4-5; Phase-4-5; E04; F04.02; Gold; Evidence; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts
User Story,,,Create gold data quality issue fact,,New,"As a data steward, I want create gold data quality issue fact so that quality issues can be counted and surfaced in reporting.",Deliverable exists at sql/04_create_gold_tables.sql; sql/06_transform_silver_to_gold.sql; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-4-5; Phase-4-5; E04; F04.02; Gold; Data-Quality; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts
Task,,,,Draft/build artifact for Create gold data quality issue fact,New,Create the first complete version of the artifact or implementation for Create gold data quality issue fact.,,ClinicalPulse; Sprint-4-5; Phase-4-5; E04; F04.02; Gold; Data-Quality; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts
Task,,,,Validate and document Create gold data quality issue fact,New,"Check the work against acceptance criteria, document assumptions, and record evidence for Create gold data quality issue fact.",,ClinicalPulse; Sprint-4-5; Phase-4-5; E04; F04.02; Gold; Data-Quality; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts
Task,,,,Commit and link implementation evidence for Create gold data quality issue fact,New,"Commit related code/docs, reference the Azure Boards work item in the commit, and capture validation notes for Create gold data quality issue fact.",,ClinicalPulse; Sprint-4-5; Phase-4-5; E04; F04.02; Gold; Data-Quality; Evidence; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts
Feature,,Reporting Marts,,,New,Create KPI-ready marts for stakeholder dashboards.,,ClinicalPulse; Sprint-4-5; Phase-4-5; E04; F04.03; Reporting; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts
User Story,,,Create patient flow mart,,New,"As a operational leader, I want create patient flow mart so that encounter trends and patient flow indicators are reporting-ready.",Deliverable exists at sql/06_transform_silver_to_gold.sql; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-4-5; Phase-4-5; E04; F04.03; Mart; Patient-Flow; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts
Task,,,,Draft/build artifact for Create patient flow mart,New,Create the first complete version of the artifact or implementation for Create patient flow mart.,,ClinicalPulse; Sprint-4-5; Phase-4-5; E04; F04.03; Mart; Patient-Flow; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts
Task,,,,Validate and document Create patient flow mart,New,"Check the work against acceptance criteria, document assumptions, and record evidence for Create patient flow mart.",,ClinicalPulse; Sprint-4-5; Phase-4-5; E04; F04.03; Mart; Patient-Flow; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts
Task,,,,Commit and link implementation evidence for Create patient flow mart,New,"Commit related code/docs, reference the Azure Boards work item in the commit, and capture validation notes for Create patient flow mart.",,ClinicalPulse; Sprint-4-5; Phase-4-5; E04; F04.03; Mart; Patient-Flow; Evidence; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts
User Story,,,Create length-of-stay and readmission marts,,New,"As a operational leader, I want create length-of-stay and readmission marts so that LOS and 30-day readmission metrics are aggregated consistently.",Deliverable exists at sql/06_transform_silver_to_gold.sql; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-4-5; Phase-4-5; E04; F04.03; Mart; LOS; Readmissions; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts
Task,,,,Draft/build artifact for Create length-of-stay and readmission marts,New,Create the first complete version of the artifact or implementation for Create length-of-stay and readmission marts.,,ClinicalPulse; Sprint-4-5; Phase-4-5; E04; F04.03; Mart; LOS; Readmissions; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts
Task,,,,Validate and document Create length-of-stay and readmission marts,New,"Check the work against acceptance criteria, document assumptions, and record evidence for Create length-of-stay and readmission marts.",,ClinicalPulse; Sprint-4-5; Phase-4-5; E04; F04.03; Mart; LOS; Readmissions; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts
Task,,,,Commit and link implementation evidence for Create length-of-stay and readmission marts,New,"Commit related code/docs, reference the Azure Boards work item in the commit, and capture validation notes for Create length-of-stay and readmission marts.",,ClinicalPulse; Sprint-4-5; Phase-4-5; E04; F04.03; Mart; LOS; Readmissions; Evidence; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts
User Story,,,Create lab operations and service utilization marts,,New,"As a operational leader, I want create lab operations and service utilization marts so that observation and procedure volumes are ready for dashboarding.",Deliverable exists at sql/06_transform_silver_to_gold.sql; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-4-5; Phase-4-5; E04; F04.03; Mart; Lab-Operations; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts
Task,,,,Draft/build artifact for Create lab operations and service utilization marts,New,Create the first complete version of the artifact or implementation for Create lab operations and service utilization marts.,,ClinicalPulse; Sprint-4-5; Phase-4-5; E04; F04.03; Mart; Lab-Operations; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts
Task,,,,Validate and document Create lab operations and service utilization marts,New,"Check the work against acceptance criteria, document assumptions, and record evidence for Create lab operations and service utilization marts.",,ClinicalPulse; Sprint-4-5; Phase-4-5; E04; F04.03; Mart; Lab-Operations; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts
