External ID,Parent External ID,Work Item Type,Title,Suggested Area Path,Exact Iteration Path,AP Tag,IP Tag,Original Sprint Label,Exact Sprint Assignment,Assignment Policy Note
T03.01.02.1,US03.01.02,Task,Draft/build artifact for Define SQL naming and scripting standards,ClinicalPulse\SQL Server,ClinicalPulse\Sprint 3 - SQL Server Ingestion,AP-ClinicalPulse\SQL Server,IP-ClinicalPulse\Sprint 3 - SQL Server Ingestion,Sprint 3,Sprint 3,Direct mapping from original sprint label.
T03.01.02.2,US03.01.02,Task,Validate and document Define SQL naming and scripting standards,ClinicalPulse\SQL Server,ClinicalPulse\Sprint 3 - SQL Server Ingestion,AP-ClinicalPulse\SQL Server,IP-ClinicalPulse\Sprint 3 - SQL Server Ingestion,Sprint 3,Sprint 3,Direct mapping from original sprint label.
T03.01.02.3,US03.01.02,Task,Commit and link implementation evidence for Define SQL naming and scripting standards,ClinicalPulse\SQL Server,ClinicalPulse\Sprint 3 - SQL Server Ingestion,AP-ClinicalPulse\SQL Server,IP-ClinicalPulse\Sprint 3 - SQL Server Ingestion,Sprint 3,Sprint 3,Direct mapping from original sprint label.
US03.01.03,F03.01,User Story,Set up local SQL Server connection configuration,ClinicalPulse\SQL Server,ClinicalPulse\Sprint 3 - SQL Server Ingestion,AP-ClinicalPulse\SQL Server,IP-ClinicalPulse\Sprint 3 - SQL Server Ingestion,Sprint 3,Sprint 3,Direct mapping from original sprint label.
T03.01.03.1,US03.01.03,Task,Draft/build artifact for Set up local SQL Server connection configuration,ClinicalPulse\SQL Server,ClinicalPulse\Sprint 3 - SQL Server Ingestion,AP-ClinicalPulse\SQL Server,IP-ClinicalPulse\Sprint 3 - SQL Server Ingestion,Sprint 3,Sprint 3,Direct mapping from original sprint label.
T03.01.03.2,US03.01.03,Task,Validate and document Set up local SQL Server connection configuration,ClinicalPulse\SQL Server,ClinicalPulse\Sprint 3 - SQL Server Ingestion,AP-ClinicalPulse\SQL Server,IP-ClinicalPulse\Sprint 3 - SQL Server Ingestion,Sprint 3,Sprint 3,Direct mapping from original sprint label.
T03.01.03.3,US03.01.03,Task,Commit and link implementation evidence for Set up local SQL Server connection configuration,ClinicalPulse\SQL Server,ClinicalPulse\Sprint 3 - SQL Server Ingestion,AP-ClinicalPulse\SQL Server,IP-ClinicalPulse\Sprint 3 - SQL Server Ingestion,Sprint 3,Sprint 3,Direct mapping from original sprint label.
F03.02,E03,Feature,Bronze Table Build,ClinicalPulse\SQL Server,ClinicalPulse\Sprint 3 - SQL Server Ingestion,AP-ClinicalPulse\SQL Server,IP-ClinicalPulse\Sprint 3 - SQL Server Ingestion,Sprint 3,Sprint 3,Direct mapping from original sprint label.
US03.02.01,F03.02,User Story,Create bronze patient and organization/provider tables,ClinicalPulse\SQL Server,ClinicalPulse\Sprint 3 - SQL Server Ingestion,AP-ClinicalPulse\SQL Server,IP-ClinicalPulse\Sprint 3 - SQL Server Ingestion,Sprint 3,Sprint 3,Direct mapping from original sprint label.
T03.02.01.1,US03.02.01,Task,Draft/build artifact for Create bronze patient and organization/provider tables,ClinicalPulse\SQL Server,ClinicalPulse\Sprint 3 - SQL Server Ingestion,AP-ClinicalPulse\SQL Server,IP-ClinicalPulse\Sprint 3 - SQL Server Ingestion,Sprint 3,Sprint 3,Direct mapping from original sprint label.
T03.02.01.2,US03.02.01,Task,Validate and document Create bronze patient and organization/provider tables,ClinicalPulse\SQL Server,ClinicalPulse\Sprint 3 - SQL Server Ingestion,AP-ClinicalPulse\SQL Server,IP-ClinicalPulse\Sprint 3 - SQL Server Ingestion,Sprint 3,Sprint 3,Direct mapping from original sprint label.
T03.02.01.3,US03.02.01,Task,Commit and link implementation evidence for Create bronze patient and organization/provider tables,ClinicalPulse\SQL Server,ClinicalPulse\Sprint 3 - SQL Server Ingestion,AP-ClinicalPulse\SQL Server,IP-ClinicalPulse\Sprint 3 - SQL Server Ingestion,Sprint 3,Sprint 3,Direct mapping from original sprint label.
US03.02.02,F03.02,User Story,Create bronze encounter and condition tables,ClinicalPulse\SQL Server,ClinicalPulse\Sprint 3 - SQL Server Ingestion,AP-ClinicalPulse\SQL Server,IP-ClinicalPulse\Sprint 3 - SQL Server Ingestion,Sprint 3,Sprint 3,Direct mapping from original sprint label.
T03.02.02.1,US03.02.02,Task,Draft/build artifact for Create bronze encounter and condition tables,ClinicalPulse\SQL Server,ClinicalPulse\Sprint 3 - SQL Server Ingestion,AP-ClinicalPulse\SQL Server,IP-ClinicalPulse\Sprint 3 - SQL Server Ingestion,Sprint 3,Sprint 3,Direct mapping from original sprint label.
T03.02.02.2,US03.02.02,Task,Validate and document Create bronze encounter and condition tables,ClinicalPulse\SQL Server,ClinicalPulse\Sprint 3 - SQL Server Ingestion,AP-ClinicalPulse\SQL Server,IP-ClinicalPulse\Sprint 3 - SQL Server Ingestion,Sprint 3,Sprint 3,Direct mapping from original sprint label.
T03.02.02.3,US03.02.02,Task,Commit and link implementation evidence for Create bronze encounter and condition tables,ClinicalPulse\SQL Server,ClinicalPulse\Sprint 3 - SQL Server Ingestion,AP-ClinicalPulse\SQL Server,IP-ClinicalPulse\Sprint 3 - SQL Server Ingestion,Sprint 3,Sprint 3,Direct mapping from original sprint label.
US03.02.03,F03.02,User Story,Create bronze observation and procedure tables,ClinicalPulse\SQL Server,ClinicalPulse\Sprint 3 - SQL Server Ingestion,AP-ClinicalPulse\SQL Server,IP-ClinicalPulse\Sprint 3 - SQL Server Ingestion,Sprint 3,Sprint 3,Direct mapping from original sprint label.
T03.02.03.1,US03.02.03,Task,Draft/build artifact for Create bronze observation and procedure tables,ClinicalPulse\SQL Server,ClinicalPulse\Sprint 3 - SQL Server Ingestion,AP-ClinicalPulse\SQL Server,IP-ClinicalPulse\Sprint 3 - SQL Server Ingestion,Sprint 3,Sprint 3,Direct mapping from original sprint label.
T03.02.03.2,US03.02.03,Task,Validate and document Create bronze observation and procedure tables,ClinicalPulse\SQL Server,ClinicalPulse\Sprint 3 - SQL Server Ingestion,AP-ClinicalPulse\SQL Server,IP-ClinicalPulse\Sprint 3 - SQL Server Ingestion,Sprint 3,Sprint 3,Direct mapping from original sprint label.
T03.02.03.3,US03.02.03,Task,Commit and link implementation evidence for Create bronze observation and procedure tables,ClinicalPulse\SQL Server,ClinicalPulse\Sprint 3 - SQL Server Ingestion,AP-ClinicalPulse\SQL Server,IP-ClinicalPulse\Sprint 3 - SQL Server Ingestion,Sprint 3,Sprint 3,Direct mapping from original sprint label.
US03.02.04,F03.02,User Story,Add ingestion metadata columns to bronze tables,ClinicalPulse\SQL Server,ClinicalPulse\Sprint 3 - SQL Server Ingestion,AP-ClinicalPulse\SQL Server,IP-ClinicalPulse\Sprint 3 - SQL Server Ingestion,Sprint 3,Sprint 3,Direct mapping from original sprint label.
T03.02.04.1,US03.02.04,Task,Draft/build artifact for Add ingestion metadata columns to bronze tables,ClinicalPulse\SQL Server,ClinicalPulse\Sprint 3 - SQL Server Ingestion,AP-ClinicalPulse\SQL Server,IP-ClinicalPulse\Sprint 3 - SQL Server Ingestion,Sprint 3,Sprint 3,Direct mapping from original sprint label.
T03.02.04.2,US03.02.04,Task,Validate and document Add ingestion metadata columns to bronze tables,ClinicalPulse\SQL Server,ClinicalPulse\Sprint 3 - SQL Server Ingestion,AP-ClinicalPulse\SQL Server,IP-ClinicalPulse\Sprint 3 - SQL Server Ingestion,Sprint 3,Sprint 3,Direct mapping from original sprint label.
T03.02.04.3,US03.02.04,Task,Commit and link implementation evidence for Add ingestion metadata columns to bronze tables,ClinicalPulse\SQL Server,ClinicalPulse\Sprint 3 - SQL Server Ingestion,AP-ClinicalPulse\SQL Server,IP-ClinicalPulse\Sprint 3 - SQL Server Ingestion,Sprint 3,Sprint 3,Direct mapping from original sprint label.
F03.03,E03,Feature,Python CSV Ingestion,ClinicalPulse\SQL Server,ClinicalPulse\Sprint 3 - SQL Server Ingestion,AP-ClinicalPulse\SQL Server,IP-ClinicalPulse\Sprint 3 - SQL Server Ingestion,Sprint 3,Sprint 3,Direct mapping from original sprint label.
US03.03.01,F03.03,User Story,Build database configuration utilities,ClinicalPulse\SQL Server,ClinicalPulse\Sprint 3 - SQL Server Ingestion,AP-ClinicalPulse\SQL Server,IP-ClinicalPulse\Sprint 3 - SQL Server Ingestion,Sprint 3,Sprint 3,Direct mapping from original sprint label.
T03.03.01.1,US03.03.01,Task,Draft/build artifact for Build database configuration utilities,ClinicalPulse\SQL Server,ClinicalPulse\Sprint 3 - SQL Server Ingestion,AP-ClinicalPulse\SQL Server,IP-ClinicalPulse\Sprint 3 - SQL Server Ingestion,Sprint 3,Sprint 3,Direct mapping from original sprint label.
T03.03.01.2,US03.03.01,Task,Validate and document Build database configuration utilities,ClinicalPulse\SQL Server,ClinicalPulse\Sprint 3 - SQL Server Ingestion,AP-ClinicalPulse\SQL Server,IP-ClinicalPulse\Sprint 3 - SQL Server Ingestion,Sprint 3,Sprint 3,Direct mapping from original sprint label.
US03.03.02,F03.03,User Story,Build Synthea CSV ingestion script,ClinicalPulse\SQL Server,ClinicalPulse\Sprint 3 - SQL Server Ingestion,AP-ClinicalPulse\SQL Server,IP-ClinicalPulse\Sprint 3 - SQL Server Ingestion,Sprint 3,Sprint 3,Direct mapping from original sprint label.
T03.03.02.1,US03.03.02,Task,Draft/build artifact for Build Synthea CSV ingestion script,ClinicalPulse\SQL Server,ClinicalPulse\Sprint 3 - SQL Server Ingestion,AP-ClinicalPulse\SQL Server,IP-ClinicalPulse\Sprint 3 - SQL Server Ingestion,Sprint 3,Sprint 3,Direct mapping from original sprint label.
T03.03.02.2,US03.03.02,Task,Validate and document Build Synthea CSV ingestion script,ClinicalPulse\SQL Server,ClinicalPulse\Sprint 3 - SQL Server Ingestion,AP-ClinicalPulse\SQL Server,IP-ClinicalPulse\Sprint 3 - SQL Server Ingestion,Sprint 3,Sprint 3,Direct mapping from original sprint label.
T03.03.02.3,US03.03.02,Task,Commit and link implementation evidence for Build Synthea CSV ingestion script,ClinicalPulse\SQL Server,ClinicalPulse\Sprint 3 - SQL Server Ingestion,AP-ClinicalPulse\SQL Server,IP-ClinicalPulse\Sprint 3 - SQL Server Ingestion,Sprint 3,Sprint 3,Direct mapping from original sprint label.
US03.03.03,F03.03,User Story,Write ingestion logs to audit tables,ClinicalPulse\SQL Server,ClinicalPulse\Sprint 3 - SQL Server Ingestion,AP-ClinicalPulse\SQL Server,IP-ClinicalPulse\Sprint 3 - SQL Server Ingestion,Sprint 3,Sprint 3,Direct mapping from original sprint label.
T03.03.03.1,US03.03.03,Task,Draft/build artifact for Write ingestion logs to audit tables,ClinicalPulse\SQL Server,ClinicalPulse\Sprint 3 - SQL Server Ingestion,AP-ClinicalPulse\SQL Server,IP-ClinicalPulse\Sprint 3 - SQL Server Ingestion,Sprint 3,Sprint 3,Direct mapping from original sprint label.
T03.03.03.2,US03.03.03,Task,Validate and document Write ingestion logs to audit tables,ClinicalPulse\SQL Server,ClinicalPulse\Sprint 3 - SQL Server Ingestion,AP-ClinicalPulse\SQL Server,IP-ClinicalPulse\Sprint 3 - SQL Server Ingestion,Sprint 3,Sprint 3,Direct mapping from original sprint label.
T03.03.03.3,US03.03.03,Task,Commit and link implementation evidence for Write ingestion logs to audit tables,ClinicalPulse\SQL Server,ClinicalPulse\Sprint 3 - SQL Server Ingestion,AP-ClinicalPulse\SQL Server,IP-ClinicalPulse\Sprint 3 - SQL Server Ingestion,Sprint 3,Sprint 3,Direct mapping from original sprint label.
US03.03.04,F03.03,User Story,Run initial load and verify row counts,ClinicalPulse\SQL Server,ClinicalPulse\Sprint 3 - SQL Server Ingestion,AP-ClinicalPulse\SQL Server,IP-ClinicalPulse\Sprint 3 - SQL Server Ingestion,Sprint 3,Sprint 3,Direct mapping from original sprint label.
T03.03.04.1,US03.03.04,Task,Draft/build artifact for Run initial load and verify row counts,ClinicalPulse\SQL Server,ClinicalPulse\Sprint 3 - SQL Server Ingestion,AP-ClinicalPulse\SQL Server,IP-ClinicalPulse\Sprint 3 - SQL Server Ingestion,Sprint 3,Sprint 3,Direct mapping from original sprint label.
T03.03.04.2,US03.03.04,Task,Validate and document Run initial load and verify row counts,ClinicalPulse\SQL Server,ClinicalPulse\Sprint 3 - SQL Server Ingestion,AP-ClinicalPulse\SQL Server,IP-ClinicalPulse\Sprint 3 - SQL Server Ingestion,Sprint 3,Sprint 3,Direct mapping from original sprint label.
T03.03.04.3,US03.03.04,Task,Commit and link implementation evidence for Run initial load and verify row counts,ClinicalPulse\SQL Server,ClinicalPulse\Sprint 3 - SQL Server Ingestion,AP-ClinicalPulse\SQL Server,IP-ClinicalPulse\Sprint 3 - SQL Server Ingestion,Sprint 3,Sprint 3,Direct mapping from original sprint label.
F04.01,E04,Feature,Silver Business Entities,ClinicalPulse\SQL Server,ClinicalPulse\Sprint 4 - Silver Layer and Validation,AP-ClinicalPulse\SQL Server,IP-ClinicalPulse\Sprint 4 - Silver Layer and Validation,Sprint 4-5,Sprint 4,Split Sprint 4-5 into Sprint 4 for silver-layer work and Sprint 5 for gold/mart work; E04 assigned to Sprint 5 as the completion sprint.
US04.01.01,F04.01,User Story,Build silver.patient,ClinicalPulse\SQL Server,ClinicalPulse\Sprint 4 - Silver Layer and Validation,AP-ClinicalPulse\SQL Server,IP-ClinicalPulse\Sprint 4 - Silver Layer and Validation,Sprint 4-5,Sprint 4,Split Sprint 4-5 into Sprint 4 for silver-layer work and Sprint 5 for gold/mart work; E04 assigned to Sprint 5 as the completion sprint.
T04.01.01.1,US04.01.01,Task,Draft/build artifact for Build silver.patient,ClinicalPulse\SQL Server,ClinicalPulse\Sprint 4 - Silver Layer and Validation,AP-ClinicalPulse\SQL Server,IP-ClinicalPulse\Sprint 4 - Silver Layer and Validation,Sprint 4-5,Sprint 4,Split Sprint 4-5 into Sprint 4 for silver-layer work and Sprint 5 for gold/mart work; E04 assigned to Sprint 5 as the completion sprint.
T04.01.01.2,US04.01.01,Task,Validate and document Build silver.patient,ClinicalPulse\SQL Server,ClinicalPulse\Sprint 4 - Silver Layer and Validation,AP-ClinicalPulse\SQL Server,IP-ClinicalPulse\Sprint 4 - Silver Layer and Validation,Sprint 4-5,Sprint 4,Split Sprint 4-5 into Sprint 4 for silver-layer work and Sprint 5 for gold/mart work; E04 assigned to Sprint 5 as the completion sprint.
T04.01.01.3,US04.01.01,Task,Commit and link implementation evidence for Build silver.patient,ClinicalPulse\SQL Server,ClinicalPulse\Sprint 4 - Silver Layer and Validation,AP-ClinicalPulse\SQL Server,IP-ClinicalPulse\Sprint 4 - Silver Layer and Validation,Sprint 4-5,Sprint 4,Split Sprint 4-5 into Sprint 4 for silver-layer work and Sprint 5 for gold/mart work; E04 assigned to Sprint 5 as the completion sprint.
US04.01.02,F04.01,User Story,Build silver.encounter with LOS fields,ClinicalPulse\SQL Server,ClinicalPulse\Sprint 4 - Silver Layer and Validation,AP-ClinicalPulse\SQL Server,IP-ClinicalPulse\Sprint 4 - Silver Layer and Validation,Sprint 4-5,Sprint 4,Split Sprint 4-5 into Sprint 4 for silver-layer work and Sprint 5 for gold/mart work; E04 assigned to Sprint 5 as the completion sprint.
T04.01.02.1,US04.01.02,Task,Draft/build artifact for Build silver.encounter with LOS fields,ClinicalPulse\SQL Server,ClinicalPulse\Sprint 4 - Silver Layer and Validation,AP-ClinicalPulse\SQL Server,IP-ClinicalPulse\Sprint 4 - Silver Layer and Validation,Sprint 4-5,Sprint 4,Split Sprint 4-5 into Sprint 4 for silver-layer work and Sprint 5 for gold/mart work; E04 assigned to Sprint 5 as the completion sprint.
T04.01.02.2,US04.01.02,Task,Validate and document Build silver.encounter with LOS fields,ClinicalPulse\SQL Server,ClinicalPulse\Sprint 4 - Silver Layer and Validation,AP-ClinicalPulse\SQL Server,IP-ClinicalPulse\Sprint 4 - Silver Layer and Validation,Sprint 4-5,Sprint 4,Split Sprint 4-5 into Sprint 4 for silver-layer work and Sprint 5 for gold/mart work; E04 assigned to Sprint 5 as the completion sprint.
T04.01.02.3,US04.01.02,Task,Commit and link implementation evidence for Build silver.encounter with LOS fields,ClinicalPulse\SQL Server,ClinicalPulse\Sprint 4 - Silver Layer and Validation,AP-ClinicalPulse\SQL Server,IP-ClinicalPulse\Sprint 4 - Silver Layer and Validation,Sprint 4-5,Sprint 4,Split Sprint 4-5 into Sprint 4 for silver-layer work and Sprint 5 for gold/mart work; E04 assigned to Sprint 5 as the completion sprint.
US04.01.03,F04.01,User Story,"Build silver condition, procedure, and observation entities",ClinicalPulse\SQL Server,ClinicalPulse\Sprint 4 - Silver Layer and Validation,AP-ClinicalPulse\SQL Server,IP-ClinicalPulse\Sprint 4 - Silver Layer and Validation,Sprint 4-5,Sprint 4,Split Sprint 4-5 into Sprint 4 for silver-layer work and Sprint 5 for gold/mart work; E04 assigned to Sprint 5 as the completion sprint.
T04.01.03.1,US04.01.03,Task,"Draft/build artifact for Build silver condition, procedure, and observation entities",ClinicalPulse\SQL Server,ClinicalPulse\Sprint 4 - Silver Layer and Validation,AP-ClinicalPulse\SQL Server,IP-ClinicalPulse\Sprint 4 - Silver Layer and Validation,Sprint 4-5,Sprint 4,Split Sprint 4-5 into Sprint 4 for silver-layer work and Sprint 5 for gold/mart work; E04 assigned to Sprint 5 as the completion sprint.
T04.01.03.2,US04.01.03,Task,"Validate and document Build silver condition, procedure, and observation entities",ClinicalPulse\SQL Server,ClinicalPulse\Sprint 4 - Silver Layer and Validation,AP-ClinicalPulse\SQL Server,IP-ClinicalPulse\Sprint 4 - Silver Layer and Validation,Sprint 4-5,Sprint 4,Split Sprint 4-5 into Sprint 4 for silver-layer work and Sprint 5 for gold/mart work; E04 assigned to Sprint 5 as the completion sprint.
T04.01.03.3,US04.01.03,Task,"Commit and link implementation evidence for Build silver condition, procedure, and observation entities",ClinicalPulse\SQL Server,ClinicalPulse\Sprint 4 - Silver Layer and Validation,AP-ClinicalPulse\SQL Server,IP-ClinicalPulse\Sprint 4 - Silver Layer and Validation,Sprint 4-5,Sprint 4,Split Sprint 4-5 into Sprint 4 for silver-layer work and Sprint 5 for gold/mart work; E04 assigned to Sprint 5 as the completion sprint.
US04.01.04,F04.01,User Story,Preserve lineage from bronze to silver,ClinicalPulse\SQL Server,ClinicalPulse\Sprint 4 - Silver Layer and Validation,AP-ClinicalPulse\SQL Server,IP-ClinicalPulse\Sprint 4 - Silver Layer and Validation,Sprint 4-5,Sprint 4,Split Sprint 4-5 into Sprint 4 for silver-layer work and Sprint 5 for gold/mart work; E04 assigned to Sprint 5 as the completion sprint.
T04.01.04.1,US04.01.04,Task,Draft/build artifact for Preserve lineage from bronze to silver,ClinicalPulse\SQL Server,ClinicalPulse\Sprint 4 - Silver Layer and Validation,AP-ClinicalPulse\SQL Server,IP-ClinicalPulse\Sprint 4 - Silver Layer and Validation,Sprint 4-5,Sprint 4,Split Sprint 4-5 into Sprint 4 for silver-layer work and Sprint 5 for gold/mart work; E04 assigned to Sprint 5 as the completion sprint.
T04.01.04.2,US04.01.04,Task,Validate and document Preserve lineage from bronze to silver,ClinicalPulse\SQL Server,ClinicalPulse\Sprint 4 - Silver Layer and Validation,AP-ClinicalPulse\SQL Server,IP-ClinicalPulse\Sprint 4 - Silver Layer and Validation,Sprint 4-5,Sprint 4,Split Sprint 4-5 into Sprint 4 for silver-layer work and Sprint 5 for gold/mart work; E04 assigned to Sprint 5 as the completion sprint.
T04.01.04.3,US04.01.04,Task,Commit and link implementation evidence for Preserve lineage from bronze to silver,ClinicalPulse\SQL Server,ClinicalPulse\Sprint 4 - Silver Layer and Validation,AP-ClinicalPulse\SQL Server,IP-ClinicalPulse\Sprint 4 - Silver Layer and Validation,Sprint 4-5,Sprint 4,Split Sprint 4-5 into Sprint 4 for silver-layer work and Sprint 5 for gold/mart work; E04 assigned to Sprint 5 as the completion sprint.
F04.02,E04,Feature,Gold Dimensional Model,ClinicalPulse\SQL Server,ClinicalPulse\Sprint 5 - Gold Layer and Marts,AP-ClinicalPulse\SQL Server,IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts,Sprint 4-5,Sprint 5,Split Sprint 4-5 into Sprint 4 for silver-layer work and Sprint 5 for gold/mart work; E04 assigned to Sprint 5 as the completion sprint.
US04.02.01,F04.02,User Story,Create gold dimensions,ClinicalPulse\SQL Server,ClinicalPulse\Sprint 5 - Gold Layer and Marts,AP-ClinicalPulse\SQL Server,IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts,Sprint 4-5,Sprint 5,Split Sprint 4-5 into Sprint 4 for silver-layer work and Sprint 5 for gold/mart work; E04 assigned to Sprint 5 as the completion sprint.
T04.02.01.1,US04.02.01,Task,Draft/build artifact for Create gold dimensions,ClinicalPulse\SQL Server,ClinicalPulse\Sprint 5 - Gold Layer and Marts,AP-ClinicalPulse\SQL Server,IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts,Sprint 4-5,Sprint 5,Split Sprint 4-5 into Sprint 4 for silver-layer work and Sprint 5 for gold/mart work; E04 assigned to Sprint 5 as the completion sprint.
T04.02.01.2,US04.02.01,Task,Validate and document Create gold dimensions,ClinicalPulse\SQL Server,ClinicalPulse\Sprint 5 - Gold Layer and Marts,AP-ClinicalPulse\SQL Server,IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts,Sprint 4-5,Sprint 5,Split Sprint 4-5 into Sprint 4 for silver-layer work and Sprint 5 for gold/mart work; E04 assigned to Sprint 5 as the completion sprint.
T04.02.01.3,US04.02.01,Task,Commit and link implementation evidence for Create gold dimensions,ClinicalPulse\SQL Server,ClinicalPulse\Sprint 5 - Gold Layer and Marts,AP-ClinicalPulse\SQL Server,IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts,Sprint 4-5,Sprint 5,Split Sprint 4-5 into Sprint 4 for silver-layer work and Sprint 5 for gold/mart work; E04 assigned to Sprint 5 as the completion sprint.
US04.02.02,F04.02,User Story,Create gold encounter and readmission facts,ClinicalPulse\SQL Server,ClinicalPulse\Sprint 5 - Gold Layer and Marts,AP-ClinicalPulse\SQL Server,IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts,Sprint 4-5,Sprint 5,Split Sprint 4-5 into Sprint 4 for silver-layer work and Sprint 5 for gold/mart work; E04 assigned to Sprint 5 as the completion sprint.
T04.02.02.1,US04.02.02,Task,Draft/build artifact for Create gold encounter and readmission facts,ClinicalPulse\SQL Server,ClinicalPulse\Sprint 5 - Gold Layer and Marts,AP-ClinicalPulse\SQL Server,IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts,Sprint 4-5,Sprint 5,Split Sprint 4-5 into Sprint 4 for silver-layer work and Sprint 5 for gold/mart work; E04 assigned to Sprint 5 as the completion sprint.
T04.02.02.2,US04.02.02,Task,Validate and document Create gold encounter and readmission facts,ClinicalPulse\SQL Server,ClinicalPulse\Sprint 5 - Gold Layer and Marts,AP-ClinicalPulse\SQL Server,IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts,Sprint 4-5,Sprint 5,Split Sprint 4-5 into Sprint 4 for silver-layer work and Sprint 5 for gold/mart work; E04 assigned to Sprint 5 as the completion sprint.
T04.02.02.3,US04.02.02,Task,Commit and link implementation evidence for Create gold encounter and readmission facts,ClinicalPulse\SQL Server,ClinicalPulse\Sprint 5 - Gold Layer and Marts,AP-ClinicalPulse\SQL Server,IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts,Sprint 4-5,Sprint 5,Split Sprint 4-5 into Sprint 4 for silver-layer work and Sprint 5 for gold/mart work; E04 assigned to Sprint 5 as the completion sprint.
US04.02.03,F04.02,User Story,"Create gold condition, observation, and procedure facts",ClinicalPulse\SQL Server,ClinicalPulse\Sprint 5 - Gold Layer and Marts,AP-ClinicalPulse\SQL Server,IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts,Sprint 4-5,Sprint 5,Split Sprint 4-5 into Sprint 4 for silver-layer work and Sprint 5 for gold/mart work; E04 assigned to Sprint 5 as the completion sprint.
T04.02.03.1,US04.02.03,Task,"Draft/build artifact for Create gold condition, observation, and procedure facts",ClinicalPulse\SQL Server,ClinicalPulse\Sprint 5 - Gold Layer and Marts,AP-ClinicalPulse\SQL Server,IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts,Sprint 4-5,Sprint 5,Split Sprint 4-5 into Sprint 4 for silver-layer work and Sprint 5 for gold/mart work; E04 assigned to Sprint 5 as the completion sprint.
T04.02.03.2,US04.02.03,Task,"Validate and document Create gold condition, observation, and procedure facts",ClinicalPulse\SQL Server,ClinicalPulse\Sprint 5 - Gold Layer and Marts,AP-ClinicalPulse\SQL Server,IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts,Sprint 4-5,Sprint 5,Split Sprint 4-5 into Sprint 4 for silver-layer work and Sprint 5 for gold/mart work; E04 assigned to Sprint 5 as the completion sprint.
T04.02.03.3,US04.02.03,Task,"Commit and link implementation evidence for Create gold condition, observation, and procedure facts",ClinicalPulse\SQL Server,ClinicalPulse\Sprint 5 - Gold Layer and Marts,AP-ClinicalPulse\SQL Server,IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts,Sprint 4-5,Sprint 5,Split Sprint 4-5 into Sprint 4 for silver-layer work and Sprint 5 for gold/mart work; E04 assigned to Sprint 5 as the completion sprint.
US04.02.04,F04.02,User Story,Create gold data quality issue fact,ClinicalPulse\SQL Server,ClinicalPulse\Sprint 5 - Gold Layer and Marts,AP-ClinicalPulse\SQL Server,IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts,Sprint 4-5,Sprint 5,Split Sprint 4-5 into Sprint 4 for silver-layer work and Sprint 5 for gold/mart work; E04 assigned to Sprint 5 as the completion sprint.
T04.02.04.1,US04.02.04,Task,Draft/build artifact for Create gold data quality issue fact,ClinicalPulse\SQL Server,ClinicalPulse\Sprint 5 - Gold Layer and Marts,AP-ClinicalPulse\SQL Server,IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts,Sprint 4-5,Sprint 5,Split Sprint 4-5 into Sprint 4 for silver-layer work and Sprint 5 for gold/mart work; E04 assigned to Sprint 5 as the completion sprint.
T04.02.04.2,US04.02.04,Task,Validate and document Create gold data quality issue fact,ClinicalPulse\SQL Server,ClinicalPulse\Sprint 5 - Gold Layer and Marts,AP-ClinicalPulse\SQL Server,IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts,Sprint 4-5,Sprint 5,Split Sprint 4-5 into Sprint 4 for silver-layer work and Sprint 5 for gold/mart work; E04 assigned to Sprint 5 as the completion sprint.
T04.02.04.3,US04.02.04,Task,Commit and link implementation evidence for Create gold data quality issue fact,ClinicalPulse\SQL Server,ClinicalPulse\Sprint 5 - Gold Layer and Marts,AP-ClinicalPulse\SQL Server,IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts,Sprint 4-5,Sprint 5,Split Sprint 4-5 into Sprint 4 for silver-layer work and Sprint 5 for gold/mart work; E04 assigned to Sprint 5 as the completion sprint.
F04.03,E04,Feature,Reporting Marts,ClinicalPulse\SQL Server,ClinicalPulse\Sprint 5 - Gold Layer and Marts,AP-ClinicalPulse\SQL Server,IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts,Sprint 4-5,Sprint 5,Split Sprint 4-5 into Sprint 4 for silver-layer work and Sprint 5 for gold/mart work; E04 assigned to Sprint 5 as the completion sprint.
US04.03.01,F04.03,User Story,Create patient flow mart,ClinicalPulse\SQL Server,ClinicalPulse\Sprint 5 - Gold Layer and Marts,AP-ClinicalPulse\SQL Server,IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts,Sprint 4-5,Sprint 5,Split Sprint 4-5 into Sprint 4 for silver-layer work and Sprint 5 for gold/mart work; E04 assigned to Sprint 5 as the completion sprint.
